"Platform","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count","ConsoleCompany","TargetAudience","Category","Sales"
"DS","2008",76,40,8.8,77,"Nintendo","Children","Action",0.803219328902499
"X360","2007",91,74,8.7,1702,"Xbox","Teen & Up","Big-Brain",0.739221270954573
"PS2","2004",73,21,8.6,30,"Sony","Children","Misc",0.80582296402538
"X360","2008",67,45,6.8,19,"Xbox","Children","Sports",0.755928946018454
"PS2","2001",85,30,8.9,16,"Sony","Children","Sports",1.00503781525921
"Wii","2007",61,37,5.3,23,"Nintendo","Children","Big-Brain",0.842151921066519
"Wii","2006",83,61,7.4,180,"Nintendo","Children","Big-Brain",1.07832773203438
"PS2","2004",76,49,7.7,70,"Sony","Teen & Up","Action",0.813788458771159
"PS","1999",90,19,8.7,84,"Sony","Teen & Up","Action",0.701862406343596
"PS4","2015",83,81,7.7,845,"Sony","Teen & Up","Action",0.803219328902499
"X360","2012",81,36,5.8,179,"Xbox","Children","Sports",0.628694613461931
"X","2002",87,34,8.7,112,"Xbox","Teen & Up","Big-Brain",0.691714463866075
"PS4","2013",83,29,7.8,1553,"Sony","Teen & Up","Action",0.966736489045664
"PS3","2011",84,60,8.4,496,"Sony","Teen & Up","Action",0.710669054518701
"X360","2009",85,58,6.1,90,"Xbox","Children","Sports",0.629940788348712
"X360","2007",96,88,8.9,2256,"Xbox","Teen & Up","Action",0.778498944161523
"GC","2002",97,70,9.3,754,"Nintendo","Teen & Up","Action",0.714285714285714
"PS3","2010",90,59,8.2,800,"Sony","Teen & Up","Action",0.731272424127131
"PS3","2010",75,56,7.5,285,"Sony","Teen & Up","Action",0.883883476483184
"PS4","2014",80,90,7.9,2954,"Sony","Teen & Up","Action",0.880450906325624
"PS2","2001",89,22,8.6,39,"Sony","Children","Sports",0.675737378399486
"PS2","2003",87,47,8.2,241,"Sony","Teen & Up","Action",0.77151674981046
"PS3","2011",84,85,7.9,945,"Sony","Teen & Up","Action",0.827605888602368
"PS3","2010",89,59,7.2,301,"Sony","Children","Sports",0.975900072948533
"Wii","2011",81,11,5.6,31,"Nintendo","Children","Action",0.86066296582387
"PC","2011",89,61,7.5,4942,"PC","Teen & Up","Action",1.05999788000636
"PS2","2003",83,33,7.7,46,"Sony","Teen & Up","Big-Brain",0.842151921066519
"X360","2008",73,74,6.7,390,"Xbox","Teen & Up","Action",0.758098043578903
"X360","2011",84,70,7.6,492,"Xbox","Teen & Up","Action",0.894427190999916
"DS","2006",81,42,7.4,67,"Nintendo","Children","Action",0.8304547985374
"PS3","2009",79,63,7.4,214,"Sony","Teen & Up","Action",0.912870929175277
"Wii","2007",69,44,6.6,177,"Nintendo","Children","Action",0.909090909090909
"X360","2011",89,83,7.8,895,"Xbox","Teen & Up","Action",0.808452083454443
"GBA","2002",95,30,9.1,314,"Nintendo","Children","Action",0.755928946018454
"PS2","2001",86,23,8.2,56,"Sony","Teen & Up","Action",1.00503781525921
"X360","2006",82,71,6.5,233,"Xbox","Teen & Up","Action",0.81923192051904
"X360","2011",78,55,5.9,94,"Xbox","Children","Sports",0.642824346533225
"PS2","2006",84,32,9,43,"Sony","Children","Action",0.735214622093808
"PS4","2013",73,88,6.8,2113,"Sony","Teen & Up","Action",1.05999788000636
"X360","2010",84,47,5.7,120,"Xbox","Children","Sports",0.648203723552164
"PS2","2004",93,52,9.1,272,"Sony","Teen & Up","Sports",0.901669634667432
"DS","2009",83,58,8.6,53,"Nintendo","Children","Big-Brain",1.88982236504614
"DS","2010",79,51,7.7,18,"Nintendo","Children","Big-Brain",0.783260449987957
"PS2","2005",77,39,8.2,70,"Sony","Teen & Up","Action",0.821994936526787
"PS","1998",92,17,8.6,81,"Sony","Teen & Up","Action",0.833333333333333
"X360","2010",80,65,8,128,"Xbox","Teen & Up","Sports",0.824786098842322
"X","2004",85,87,8.5,270,"Xbox","Teen & Up","Big-Brain",0.708881205008336
"X360","2008",85,67,6.3,172,"Xbox","Teen & Up","Misc",0.749531688995862
"PS2","2003",89,24,7.7,103,"Sony","Teen & Up","Action",0.932504808240314
"PS3","2009",84,55,6.9,114,"Sony","Children","Sports",1.20385853085769
"PSP","2006",71,24,7.9,47,"Sony","Teen & Up","Action",1.07832773203438
"PS3","2011",79,53,6.6,713,"Sony","Teen & Up","Big-Brain",1.1322770341446
"PS2","2000",78,18,7.8,21,"Sony","Teen & Up","Sports",0.707106781186547
"X360","2009",82,92,7.2,457,"Xbox","Teen & Up","Big-Brain",0.803219328902499
"X360","2011",90,42,7.7,134,"Xbox","Children","Sports",0.656532164298613
"PS2","2004",90,37,8.2,84,"Sony","Children","Sports",0.681994339470473
"X360","2009",90,63,7.5,133,"Xbox","Children","Sports",1.30188910980824
"X360","2010",74,71,6.7,288,"Xbox","Teen & Up","Action",0.800640769025436
"PS2","2002",71,16,7.5,50,"Sony","Children","Action",1.05409255338946
"PS3","2009",91,50,8.7,531,"Sony","Teen & Up","Action",0.76696498884737
"X360","2007",80,24,7.4,116,"Xbox","Children","Action",0.808452083454443
"PS2","2004",84,21,8.1,44,"Sony","Children","Sports",0.701862406343596
"PS3","2008",87,42,7.5,108,"Sony","Children","Sports",1.42857142857143
"Wii","2007",79,47,8,124,"Nintendo","Children","Sports",0.975900072948533
"DS","2008",73,4,7.7,7,"Nintendo","Children","Big-Brain",1.2700012700019
"PS2","2006",80,27,8.6,57,"Sony","Teen & Up","Action",0.845154254728517
"PS4","2015",92,100,8.6,6432,"Sony","Teen & Up","Action",0.962250448649376
"PS2","2007",78,11,7.8,17,"Sony","Children","Sports",0.683585927024663
"PS4","2016",90,31,6.1,1408,"Sony","Teen & Up","Action",1.00503781525921
"PSP","2007",72,38,8.7,83,"Sony","Teen & Up","Big-Brain",1.64398987305357
"PS3","2012",83,22,5.5,101,"Sony","Children","Sports",0.686802819743445
"GC","2001",73,28,8.3,181,"Nintendo","Children","Action",0.76696498884737
"X360","2009",86,68,7.9,726,"Xbox","Teen & Up","Big-Brain",0.753778361444409
"PSP","2009",87,68,7.8,98,"Sony","Children","Action",1.25
"GC","2003",73,37,8,92,"Nintendo","Children","Big-Brain",0.909090909090909
"X360","2008",83,50,7,125,"Xbox","Children","Sports",0.672672793996312
"Wii","2012",78,8,7,20,"Nintendo","Children","Action",0.81923192051904
"X360","2013",87,23,4.9,150,"Xbox","Children","Sports",0.690065559342354
"DS","2010",75,15,8,5,"Nintendo","Children","Misc",1.96116135138184
"PS2","2001",80,15,7.8,48,"Sony","Teen & Up","Sports",0.940720868383597
"Wii","2008",50,23,5.4,16,"Nintendo","Children","Sports",0.949157995752499
"X360","2006",82,68,7.5,123,"Xbox","Teen & Up","Big-Brain",0.66081860045509
"PS2","2002",79,31,8.8,96,"Sony","Teen & Up","Action",0.743294146247166
"Wii","2007",25,8,4.3,26,"Nintendo","Children","Misc",0.824786098842322
"GC","2002",70,26,7.5,76,"Nintendo","Children","Misc",0.940720868383597
"X360","2008",85,55,7.7,84,"Xbox","Children","Sports",0.851256530758749
"X360","2007",92,72,8.2,178,"Xbox","Teen & Up","Misc",0.719815750748695
"PS3","2012",90,26,8,100,"Sony","Children","Sports",0.760285921269706
"PS3","2011",82,50,7.7,386,"Sony","Teen & Up","Action",1.07832773203438
"PS3","2008",87,79,6.1,1890,"Sony","Teen & Up","Action",0.932504808240314
"PS4","2014",83,50,6.9,294,"Sony","Children","Sports",0.824786098842322
"PS3","2008",82,50,8.2,102,"Sony","Teen & Up","Sports",0.800640769025436
"PS","1997",83,12,8.2,190,"Sony","Teen & Up","Big-Brain",1.03695169473043
"Wii","2010",79,13,8,34,"Nintendo","Children","Action",0.883883476483184
"PS2","2003",81,26,8.4,42,"Sony","Teen & Up","Big-Brain",0.966736489045664
"XOne","2015",84,23,6.1,125,"Xbox","Children","Sports",0.691714463866075
"X360","2008",82,66,7.8,176,"Xbox","Teen & Up","Action",0.800640769025436
"PSP","2006",73,14,7.9,39,"Sony","Children","Sports",1.07211253483779
"PS2","2003",66,28,8.2,92,"Sony","Teen & Up","Action",0.783260449987957
"PS3","2010",77,40,6.8,85,"Sony","Children","Sports",1.85695338177052
"PS2","2001",82,16,8.4,53,"Sony","Children","Sports",0.695048046856916
"PS2","2007",62,11,6.2,34,"Sony","Children","Sports",1.20385853085769
"X360","2011",82,73,8.1,488,"Xbox","Teen & Up","Action",0.833333333333333
"PS3","2010",83,36,6.1,68,"Sony","Children","Sports",0.698430295769578
"PS4","2016",88,47,6.6,174,"Sony","Children","Sports",0.798086884467622
"PS2","2005",91,65,8.7,173,"Sony","Teen & Up","Misc",0.773823232534137
"3DS","2015",89,82,9,483,"Nintendo","Children","Action",0.928476690885259
"PS4","2016",76,91,6.3,648,"Sony","Teen & Up","Action",1.25988157669742
"X360","2011",71,75,6.9,632,"Xbox","Teen & Up","Action",0.821994936526787
"PC","2004",96,81,9.2,8702,"PC","Teen & Up","Action",0.662266178532522
"PS2","2004",62,36,7.6,22,"Sony","Teen & Up","Action",1.02062072615966
"X360","2010",42,10,5.5,16,"Xbox","Children","Sports",0.758098043578903
"X360","2007",85,46,6.4,109,"Xbox","Children","Sports",0.677285461478596
"PS2","2004",83,59,8.8,55,"Sony","Teen & Up","Sports",0.894427190999916
"XOne","2015",86,14,6.2,117,"Xbox","Children","Sports",0.710669054518701
"PS3","2009",85,41,6.8,58,"Sony","Children","Sports",0.701862406343596
"X360","2008",81,66,8.5,142,"Xbox","Teen & Up","Sports",0.769230769230769
"X360","2011",73,33,2.9,67,"Xbox","Children","Misc",0.760285921269706
"PC","2012",90,69,7.9,2958,"PC","Teen & Up","Action",1.01534616513362
"PS2","2007",71,11,7.2,31,"Sony","Teen & Up","Action",1.04257207028537
"Wii","2008",78,22,6.6,28,"Nintendo","Children","Action",0.813788458771159
"PS2","2001",84,21,8.4,191,"Sony","Teen & Up","Action",0.962250448649376
"X360","2011",66,46,6.5,39,"Xbox","Children","Sports",0.851256530758749
"3DS","2012",75,69,5.6,385,"Nintendo","Children","Big-Brain",0.944911182523068
"PS4","2016",82,35,4.6,93,"Sony","Children","Sports",0.778498944161523
"PS2","2004",84,42,9.1,51,"Sony","Teen & Up","Action",1.08465228909328
"PS","1999",86,14,8.5,28,"Sony","Children","Sports",0.79555728417573
"XOne","2016",80,33,6.9,621,"Xbox","Teen & Up","Action",0.854357657716761
"PS3","2013",76,46,7.7,671,"Sony","Teen & Up","Action",0.962250448649376
"PS3","2007",80,18,6.7,87,"Sony","Children","Action",0.990147542976674
"X","2004",77,35,8.7,27,"Xbox","Children","Sports",0.851256530758749
"DS","2010",72,7,7.2,6,"Nintendo","Children","Action",0.966736489045664
"PS3","2009",78,42,6.7,76,"Sony","Children","Sports",1.82574185835055
"PS4","2015",73,40,7.3,490,"Sony","Teen & Up","Action",1.31306432859723
"X360","2010",76,42,7.2,72,"Xbox","Teen & Up","Big-Brain",0.887356509416114
"PS2","2008",82,8,6.9,20,"Sony","Children","Sports",1.62221421130763
"DS","2008",68,24,8.2,27,"Nintendo","Children","Big-Brain",1.03142124625879
"PS3","2009",80,35,8.6,43,"Sony","Children","Misc",0.86066296582387
"PS3","2011",71,41,6.6,409,"Sony","Teen & Up","Action",0.962250448649376
"GBA","2002",81,24,8.9,55,"Nintendo","Children","Action",0.905357460425185
"GBA","2001",88,17,8.9,42,"Nintendo","Children","Action",1.05409255338946
"X360","2013",80,32,5.6,136,"Xbox","Children","Sports",0.705345615858598
"XOne","2016",84,98,6.3,848,"Xbox","Teen & Up","Action",0.8304547985374
"XOne","2013",79,76,5.9,1096,"Xbox","Children","Sports",0.890870806374748
"PS2","2002",84,31,9,52,"Sony","Teen & Up","Action",1.2700012700019
"PS3","2011",79,31,5.5,56,"Sony","Children","Sports",0.719815750748695
"GC","2004",87,55,9.4,311,"Nintendo","Children","Big-Brain",0.821994936526787
"X360","2013",80,37,7.6,129,"Xbox","Children","Action",0.894427190999916
"PS3","2013",80,89,7.5,916,"Sony","Teen & Up","Action",0.901669634667432
"PS3","2007",83,45,7.8,52,"Sony","Teen & Up","Misc",0.845154254728517
"GBA","2001",87,22,8.1,48,"Nintendo","Children","Action",0.916698497028211
"Wii","2006",74,53,5.7,72,"Nintendo","Children","Misc",0.975900072948533
"Wii","2006",69,42,6.7,61,"Nintendo","Teen & Up","Action",0.924500327042049
"WiiU","2013",77,59,7.9,288,"Nintendo","Children","Action",0.894427190999916
"PSP","2008",79,61,8,139,"Sony","Teen & Up","Action",1.40028008402801
"GBA","2001",74,16,8,13,"Nintendo","Children","Action",0.880450906325624
"PS3","2012",91,25,8.2,859,"Sony","Teen & Up","Action",0.975900072948533
"PS2","2003",92,44,8.8,206,"Sony","Teen & Up","Action",1.06600358177805
"Wii","2009",84,70,8.6,220,"Nintendo","Teen & Up","Big-Brain",1.24034734589208
"PS3","2008",71,47,6.6,235,"Sony","Teen & Up","Action",0.995037190209989
"X360","2007",92,55,8.1,220,"Xbox","Teen & Up","Misc",0.705345615858598
"X360","2008",92,69,8.3,156,"Xbox","Teen & Up","Misc",0.749531688995862
"X360","2010",88,73,7,207,"Xbox","Children","Sports",0.985329278164293
"DS","2008",80,15,7.9,16,"Nintendo","Children","Action",0.845154254728517
"PS4","2014",81,37,6.1,209,"Sony","Children","Sports",0.803219328902499
"X360","2010",88,93,8.2,575,"Xbox","Teen & Up","Action",0.8304547985374
"X","2003",94,72,9.2,317,"Xbox","Teen & Up","Big-Brain",0.77151674981046
"PS3","2011",80,41,6.6,132,"Sony","Children","Action",1.71498585142509
"X360","2006",81,74,7.5,214,"Xbox","Teen & Up","Action",0.924500327042049
"XOne","2014",82,33,5.4,347,"Xbox","Children","Sports",1.28036879932896
"PS2","2002",82,26,8.9,28,"Sony","Children","Sports",0.721687836487032
"PS4","2014",71,85,6.1,1579,"Sony","Children","Sports",1.66666666666667
"X360","2010",82,54,6.3,543,"Xbox","Teen & Up","Big-Brain",0.883883476483184
"DS","2009",79,72,7.6,110,"Nintendo","Children","Big-Brain",0.773823232534137
"PC","2001",74,17,7.9,30,"PC","Teen & Up","Big-Brain",0.901669634667432
"Wii","2008",66,30,7.3,137,"Nintendo","Children","Action",0.890870806374748
"DS","2006",69,21,7.6,50,"Nintendo","Children","Big-Brain",0.883883476483184
"PS3","2012",83,30,7.5,512,"Sony","Teen & Up","Action",1.30188910980824
"PS4","2015",74,58,7.9,1300,"Sony","Teen & Up","Action",1
"PSP","2007",64,45,7.5,30,"Sony","Teen & Up","Action",1.38675049056307
"Wii","2009",62,5,5.2,54,"Nintendo","Children","Sports",0.81923192051904
"PS2","2004",77,26,9,20,"Sony","Children","Big-Brain",0.98058067569092
"GBA","2003",87,44,7.8,213,"Nintendo","Children","Big-Brain",1.10431526074847
"X","2001",85,35,8.2,28,"Xbox","Children","Sports",0.854357657716761
"PS3","2011",90,38,6.7,127,"Sony","Children","Sports",0.785674201318386
"PS3","2013",84,26,4.9,145,"Sony","Children","Sports",0.833333333333333
"PS4","2015",73,46,5,850,"Sony","Teen & Up","Action",1.18678165819385
"PS2","2002",89,31,8.5,93,"Sony","Children","Sports",0.77151674981046
"PS2","2003",78,24,9.3,201,"Sony","Teen & Up","Action",1.25988157669742
"X360","2011",86,66,8.3,384,"Xbox","Teen & Up","Action",0.78086880944303
"PS","1998",81,17,8.9,89,"Sony","Teen & Up","Big-Brain",1.03142124625879
"DS","2006",84,56,8.7,44,"Nintendo","Children","Big-Brain",1.25988157669742
"X360","2010",89,50,8.1,100,"Xbox","Children","Action",0.735214622093808
"PS3","2009",83,58,7.9,429,"Sony","Teen & Up","Action",0.909090909090909
"PS2","2005",84,60,9,213,"Sony","Teen & Up","Action",1.00503781525921
"X360","2006",85,82,7.6,521,"Xbox","Teen & Up","Action",0.928476690885259
"PC","2010",90,53,5.5,956,"PC","Teen & Up","Big-Brain",0.751646028002829
"PS2","2002",44,7,6.2,11,"Sony","Children","Big-Brain",0.949157995752499
"DS","2006",77,45,7.1,137,"Nintendo","Children","Big-Brain",1.05999788000636
"GC","2003",69,33,8.2,59,"Nintendo","Children","Misc",1.01534616513362
"Wii","2008",80,21,6.3,37,"Nintendo","Teen & Up","Misc",0.86710996952412
"X360","2011",95,66,8.5,1000,"Xbox","Children","Action",0.842151921066519
"Wii","2010",64,54,7.1,34,"Nintendo","Children","Sports",1.06600358177805
"PSP","2005",72,21,7.8,54,"Sony","Children","Sports",0.751646028002829
"DS","2006",49,5,5,25,"Nintendo","Children","Big-Brain",1.04257207028537
"Wii","2007",73,16,7.1,27,"Nintendo","Children","Big-Brain",0.86066296582387
"PS4","2016",68,66,5.1,1194,"Sony","Teen & Up","Action",1.44337567297406
"X360","2009",83,68,7.9,51,"Xbox","Teen & Up","Action",0.821994936526787
"PSP","2010",89,66,8.9,445,"Sony","Teen & Up","Action",1.47441956154897
"Wii","2010",86,70,8.6,206,"Nintendo","Children","Action",0.839181358296689
"PSP","2010",82,62,8.5,210,"Sony","Children","Big-Brain",1.25988157669742
"PS","1998",88,18,9.2,21,"Sony",NA,"Sports",1.21267812518166
"X360","2010",85,90,7.7,589,"Xbox","Teen & Up","Action",0.912870929175277
"PS2","2003",92,41,8.8,120,"Sony","Teen & Up","Action",0.971285862357264
"X360","2007",72,42,7.1,78,"Xbox","Children","Sports",0.98058067569092
"GC","2002",75,26,8.8,41,"Nintendo","Children","Misc",0.824786098842322
"PS3","2008",59,40,5.9,72,"Sony","Teen & Up","Sports",1.25988157669742
"X360","2005",89,65,8.1,310,"Xbox","Teen & Up","Action",0.737209780774486
"3DS","2013",57,47,6.2,118,"Nintendo","Children","Misc",1.25
"PS2","2006",72,38,9,34,"Sony","Teen & Up","Action",0.758098043578903
"PS2","2005",82,41,8.2,69,"Sony","Teen & Up","Action",1.18678165819385
"PS4","2016",82,94,7.9,723,"Sony","Teen & Up","Action",1.33630620956212
"PS3","2007",73,26,6,43,"Sony","Children","Sports",1.17041147196131
"GBA","2003",78,26,8.9,53,"Nintendo","Children","Action",0.912870929175277
"X360","2011",86,56,8.2,63,"Xbox","Teen & Up","Misc",0.8304547985374
"XOne","2013",81,5,6.6,482,"Xbox","Teen & Up","Action",0.887356509416114
"DS","2008",48,11,3.3,4,"Nintendo","Children","Misc",0.905357460425185
"3DS","2012",92,72,9.1,1139,"Nintendo","Teen & Up","Big-Brain",1.05409255338946
"PS2","2003",86,19,7.7,41,"Sony","Children","Sports",0.798086884467622
"Wii","2008",73,24,7.7,29,"Nintendo","Children","Misc",1.17851130197758
"DS","2005",62,34,8.1,99,"Nintendo","Children","Big-Brain",0.932504808240314
"PS3","2011",89,54,8.7,1410,"Sony","Teen & Up","Big-Brain",1.15470053837925
"X360","2011",70,34,7.7,17,"Xbox","Children","Misc",0.824786098842322
"PS4","2014",89,43,7.4,2005,"Sony","Teen & Up","Big-Brain",1.17041147196131
"PS3","2011",64,48,6.4,183,"Sony","Teen & Up","Action",1.31306432859723
"PS3","2008",76,44,7,108,"Sony","Teen & Up","Action",0.81923192051904
"PS3","2008",88,67,8.8,553,"Sony","Teen & Up","Action",0.975900072948533
"DS","2007",71,19,5.7,9,"Nintendo","Children","Big-Brain",1.44337567297406
"PS3","2010",80,46,7.6,82,"Sony","Teen & Up","Sports",1.12508790092602
"PS","1997",87,14,8.8,46,"Sony","Teen & Up","Action",1.02597835208515
"GBA","2002",76,11,7.9,15,"Nintendo","Children","Action",0.909090909090909
"DS","2009",75,53,7.8,164,"Nintendo","Children","Big-Brain",0.971285862357264
"PS4","2013",80,53,6.2,675,"Sony","Children","Sports",1.17041147196131
"PS2","2002",56,20,4.1,95,"Sony","Children","Action",1.16247638743819
"PS2","2003",68,40,6.6,167,"Sony","Teen & Up","Action",1.18678165819385
"PSP","2004",81,57,8.7,34,"Sony","Children","Sports",1.41421356237309
"X360","2012",67,71,5,1409,"Xbox","Teen & Up","Action",0.944911182523068
"X360","2012",85,83,8.4,434,"Xbox","Teen & Up","Sports",1.10431526074847
"X360","2006",88,69,8.3,225,"Xbox","Teen & Up","Action",0.957826285221151
"PS2","2003",69,24,7.7,61,"Sony","Children","Sports",1.16247638743819
"X","2005",93,58,8.7,119,"Xbox",NA,"Action",0.890870806374748
"PS2","2003",90,31,8.8,70,"Sony","Children","Sports",0.769230769230769
"PS2","2003",80,33,8.9,42,"Sony","Teen & Up","Action",1.02597835208515
"DS","2006",71,29,8,43,"Nintendo","Children","Action",1.1322770341446
"PS3","2008",87,55,7.7,457,"Sony","Children","Sports",0.995037190209989
"X360","2008",72,61,7.5,87,"Xbox","Teen & Up","Action",0.80582296402538
"PS3","2010",78,39,6.4,55,"Sony","Teen & Up","Big-Brain",1.17041147196131
"PS4","2015",86,81,6,1083,"Sony","Teen & Up","Action",1.1322770341446
"X360","2008",87,51,8,106,"Xbox","Children","Sports",1.42857142857143
"PS2","2004",77,32,8.9,140,"Sony","Teen & Up","Action",0.957826285221151
"PS4","2014",79,78,7.1,507,"Sony","Children","Action",1.21267812518166
"Wii","2008",83,19,7.6,78,"Nintendo","Teen & Up","Action",0.924500327042049
"PS2","2002",63,18,8.3,22,"Sony","Teen & Up","Action",0.839181358296689
"X360","2013",93,33,8.5,1652,"Xbox","Teen & Up","Action",0.905357460425185
"PS2","2004",79,48,8.5,69,"Sony","Teen & Up","Big-Brain",1
